CustomerID,churn_probability
2533-QVMSK,0.1199
8644-XLFBW,0.803
8625-AZYZY,0.7108
9306-CPCBC,0.7928
1833-VGRUM,0.8717
8374-XGEJJ,0.622
2656-TABEH,0.8787
6946-LMSQS,0.4239
2325-ZUSFD,0.1013
3932-CMDTD,0.5535
4039-HEUNW,0.6551
0812-WUPTB,0.7854
3594-UVONA,0.0991
0004-TLHLJ,0.6781
5089-IFSDP,0.121
4817-VYYWS,0.5813
1396-QWFBJ,0.4581
5299-SJCZT,0.8312
2403-BCASL,0.4147
2898-LSJGD,0.3395
7359-PTSXY,0.5594
4503-BDXBD,0.3707
6086-ESGRL,0.748
3886-CERTZ,0.2699
5759-RCVCB,0.5359
6372-RFVNS,0.8673
8938-UMKPI,0.5217
0991-BRRFB,0.1663
3871-IKPYH,0.745
6319-IEJWJ,0.6729
9025-AOMKI,0.7656
5275-SQEIZ,0.787
7716-YTYHG,0.3008
4390-KYULV,0.3355
1304-NECVQ,0.8247
8945-GRKHX,0.7926
6959-UWKHF,0.6296
3815-SLMEF,0.3493
5154-VEKBL,0.293
5655-JSMZM,0.5121
4505-EXZHB,0.5501
4587-VVTOX,0.8467
4652-NNHNY,0.6113
8972-HJWNV,0.8043
8515-OCTJS,0.0173
2860-RANUS,0.5243
5261-QSHQM,0.5925
8868-WOZGU,0.6165
1334-FJSVR,0.7517
7625-XCQRH,0.5768
1731-TVIUK,0.7161
0406-BPDVR,0.3168
0618-XWMSS,0.2781
5276-KQWHG,0.7749
2565-JSLRY,0.4393
6689-KXGBO,0.54
6615-NGGZJ,0.708
4255-DDUOU,0.1239
2984-MIIZL,0.6054
5590-YRFJT,0.4699
3677-TNKIO,0.4544
9667-EQRXU,0.3906
3329-WDIOK,0.7381
2873-ZLIWT,0.4513
3415-TAILE,0.1934
1915-IOFGU,0.7551
3045-XETSH,0.649
7239-HZZCX,0.2852
7683-CBDKJ,0.0725
0946-CLJTI,0.5827
0628-CNQRM,0.1231
7665-TOALD,0.814
0112-QWPNC,0.1099
0324-BRPCJ,0.5331
2777-PHDEI,0.8049
1196-AMORA,0.6005
4282-YMKNA,0.6121
5356-RHIPP,0.3525
9189-JWSHV,0.7612
0746-JTRFU,0.6727
0576-WNXXC,0.633
4628-CTTLA,0.2293
2876-VBBBL,0.3534
6834-NXDCA,0.4368
5597-GLBUC,0.8533
2748-MYRVK,0.16
4822-YCXMX,0.5453
9821-POOTN,0.5256
6559-ILWKJ,0.0658
4229-CZMLL,0.7034
3663-MITLP,0.622
9025-ZRPVR,0.1402
3285-UCQVC,0.1272
5482-PLVPE,0.6274
4902-OHLSK,0.4728
0495-ZBNGW,0.7719
2357-COQEK,0.5869
3737-GCSPV,0.5548
4088-YLDSU,0.3378
2034-CGRHZ,0.5447
5797-APWZC,0.8485
3683-QKIUE,0.2806
4228-ZGYUW,0.7683
3519-ZKXGG,0.8292
6416-TVAIH,0.8674
5108-ADXWO,0.4391
3066-RRJIO,0.7422
6715-OFDBP,0.5818
1567-DSCIC,0.6977
2150-UWTFY,0.0195
2683-BPJSO,0.4552
2157-MXBJS,0.4062
9360-AHGNL,0.2701
1087-UDSIH,0.2599
5485-WUYWF,0.3877
2632-UCGVD,0.4455
5445-PZWGX,0.0906
9170-CCKOU,0.4309
1043-YCUTE,0.0174
3814-MLAXC,0.3252
1226-UDFZR,0.4503
6425-YQLLO,0.252
5442-UTCVD,0.7565
7734-DBOAI,0.336
2091-RFFBA,0.4688
2114-MGINA,0.5616
4489-SNOJF,0.0285
6899-PPEEA,0.575
2187-LZGPL,0.4382
4597-NUCQV,0.618
9019-QVLZD,0.8049
3707-LRWZD,0.2622
1455-ESIQH,0.8835
2979-SXESE,0.6234
4013-TLDHQ,0.4391
3754-DXMRT,0.5591
7130-VTEWQ,0.668
6121-VZNQB,0.3718
7903-CMPEY,0.8712
6996-KNSML,0.8114
1704-NRWYE,0.6488
2592-SEIFQ,0.5381
7481-ATQQS,0.4054
8642-GVWRF,0.7134
3400-ESFUW,0.0121
2057-ZBLPD,0.6686
5502-RLUYV,0.533
0023-HGHWL,0.747
9039-RBEEE,0.1246
8417-FMLZI,0.7061
1792-UXAFY,0.5378
0515-YPMCW,0.7337
0378-XSZPU,0.0327
4729-XKASR,0.5322
5449-FIBXJ,0.624
9837-BMCLM,0.7756
0137-UDEUO,0.194
6161-UUUTA,0.7933
6543-XRMYR,0.6197
4925-LMHOK,0.2095
1455-UGQVH,0.8093
8280-MQRQN,0.5384
2037-SGXHH,0.5554
3178-FESZO,0.884
6087-MVHJH,0.625
4603-JANFB,0.8143
3018-TFTSU,0.3146
4806-KEXQR,0.7297
7083-YNSKY,0.1642
2479-BRAMR,0.3889
7434-SHXLS,0.299
7908-QCBCA,0.8279
6711-FLDFB,0.6537
3714-JTVOV,0.2997
4702-IOQDC,0.8153
6178-KFNHS,0.5209
1264-BYWMS,0.4764
9658-WYUFB,0.5499
2013-SGDXK,0.7895
8580-QVLOC,0.0272
2012-NWRPA,0.8118
8808-ELEHO,0.6906
3506-LCJDC,0.0963
3934-HXCFZ,0.5497
7666-WKRON,0.0692
4910-AQFFX,0.6794
2154-KVJFF,0.5597
9647-ERGBE,0.6938
3428-XZMAZ,0.7994
0378-TOVMS,0.6492
4355-HBJHH,0.0547
9058-CBREO,0.546
0318-QUUOB,0.8929
5520-FVEWJ,0.7219
5572-ZDXHY,0.3661
3750-CKVKH,0.7546
8063-GBATB,0.588
4547-KQRTM,0.528
4877-EVATK,0.2925
7639-SUPCW,0.1529
1069-XAIEM,0.9011
4658-HCOHW,0.5964
3440-JPSCL,0.6098
2889-FPWRM,0.1589
6987-XQSJT,0.3266
4290-BSXUX,0.7687
0325-XBFAC,0.7103
2462-XIIJB,0.7898
4760-XOHVN,0.0849
7817-BOQPW,0.8232
1853-UDXBW,0.8603
5458-CQJTA,0.0305
5219-YIPTK,0.6477
3540-RZJYU,0.4527
2091-MJTFX,0.0545
0883-EIBTI,0.234
0722-TROQR,0.7506
7571-YXDAD,0.6974
3393-FMZPV,0.608
6402-ZFPPI,0.4937
7486-KSRVI,0.3077
8443-WVPSS,0.7045
3006-XIMLN,0.8679
9965-YOKZB,0.6998
0504-HHAPI,0.4024
6305-YLBMM,0.1126
3647-GMGDH,0.6195
3791-LGQCY,0.5319
8166-ZZTFS,0.0672
2956-GGUCQ,0.5369
6595-COKXZ,0.5661
0362-ZBZWJ,0.4811
4211-MMAZN,0.2925
4274-OWWYO,0.7817
1541-ETJZO,0.4601
4106-HADHQ,0.0674
2369-UAPKZ,0.6797
2778-OCLGR,0.3013
0637-KVDLV,0.8218
6633-MPWBS,0.3606
8785-EPNCG,0.1241
5729-KLZAR,0.7399
1582-RAFML,0.4529
8740-CRYFY,0.8606
2962-XPMCQ,0.5514
1678-FYZOW,0.7826
8627-EHGIP,0.1433
5480-TBGPH,0.5156
8854-CCVSQ,0.5262
0511-JTEOY,0.6857
7067-KSAZT,0.3721
6532-YLWSI,0.0266
9300-AGZNL,0.9179
1112-CUNAO,0.6031
5175-AOBHI,0.3727
5174-RNGBH,0.1957
7270-BDIOA,0.5221
9565-JSNFM,0.1436
0607-DAAHE,0.0063
9732-KPKBW,0.5306
3389-YGYAI,0.7706
9560-ARGQJ,0.5492
5134-IKDAY,0.8673
3070-DVEYC,0.5531
5707-ORNDZ,0.2879
8696-JKZNU,0.4341
5380-AFSSK,0.7584
2055-PDADH,0.7467
8714-EUHJO,0.6183
3721-CNEYS,0.7592
2568-OIADY,0.6574
1193-RTSLK,0.1751
2302-ANTDP,0.3982
5923-GXUOC,0.5325
5233-GEEAX,0.4809
4432-ADRLB,0.3785
8993-PHFWD,0.5687
1565-RHDJD,0.6223
7137-RYLPP,0.6213
3765-JXVKY,0.8069
7330-WZLNC,0.7746
3957-LXOLK,0.6322
6635-MYYYZ,0.0646
5281-BUZGT,0.4033
5378-IKEEG,0.7945
2718-GAXQD,0.1312
6413-XKKPU,0.5676
1449-XQEMT,0.255
2626-URJFX,0.2228
2612-RRIDN,0.7237
4735-ASGMA,0.6254
3669-LVWZB,0.6148
6892-EZDTG,0.8457
9725-SCPZG,0.8922
5884-GCYMI,0.6638
3217-FZDMN,0.659
7853-GVUDZ,0.1078
7480-QNVZJ,0.5076
3943-KDREE,0.4236
9239-ZBZZV,0.6724
4398-HSCJH,0.583
4430-UZIPO,0.4674
4855-SNKMY,0.659
8008-HAWED,0.5665
7124-UGSUR,0.3027
1862-SKORY,0.4092
1502-XFCVR,0.1781
9692-TUSXH,0.5453
7912-SYRQT,0.6225
4816-JBHOV,0.5591
8292-TYSPY,0.161
1867-BDVFH,0.6837
2359-QWQUL,0.197
9103-TCIHJ,0.1995
4140-WJAWW,0.147
6653-CBBOM,0.8132
3247-ZVOUO,0.7168
6101-IMRMM,0.5804
1268-ASBGA,0.6635
8943-URTMR,0.7372
4713-LZDRV,0.822
4325-NFSKC,0.5335
2955-PSXOE,0.4157
7762-URZQH,0.1065
6907-NZZIJ,0.5407
2911-UREFD,0.2935
3744-ZRRDZ,0.4879
5673-TIYIB,0.4837
1602-IJQQE,0.687
4628-WQCQQ,0.2271
1644-IRKSF,0.4273
3705-PSNGL,0.0355
6502-HCJTI,0.6875
2606-RMDHZ,0.3962
8258-GSTJK,0.8093
6861-OKBCE,0.0487
9940-RHLFB,0.7594
2995-UPRYS,0.2472
6686-YPGHK,0.1722
1383-EZRWL,0.1158
4759-TRPLW,0.7564
8563-IIOXK,0.2644
8020-BWHYL,0.4148
2982-VPSGI,0.7915
8199-ZLLSA,0.1269
4625-EWPTF,0.4228
5980-NOPLP,0.6074
6892-XPFPU,0.7273
8010-EZLOU,0.5828
9874-QLCLH,0.7353
8062-YBDOE,0.8304
6000-APYLU,0.6388
0947-IDHRQ,0.5559
3672-YITQD,0.5896
9048-JVYVF,0.582
8988-ECPJR,0.4284
3776-EKTKM,0.8162
1902-XBTFB,0.4371
0643-OKLRP,0.294
9381-NDKME,0.4482
2794-XIMMO,0.1994
8382-SHQEH,0.7906
2983-ZANRP,0.7495
7845-URHJN,0.1857
3034-ZBEQN,0.0866
8327-LZKAS,0.4068
1075-BGWOH,0.7991
0302-JOIVN,0.6815
5366-IJEQJ,0.5973
1981-INRFU,0.8159
4971-PUYQO,0.5531
8485-GJCDN,0.5692
1527-SXDPN,0.1232
6029-WTIPC,0.5727
8634-CILSZ,0.1485
6682-QJDGB,0.0367
8780-IXSTS,0.7495
9530-EHPOH,0.3231
0345-HKJVM,0.6742
3049-SOLAY,0.9016
3317-HRTNN,0.6336
3235-ETOOB,0.613
8058-INTPH,0.8423
5569-OUICF,0.622
8821-XNHVZ,0.8509
2082-OJVTK,0.6174
5940-NFXKV,0.6878
8053-WWDRO,0.2086
9564-KCLHR,0.3962
2082-CEFLT,0.6296
1213-NGCUN,0.2887
5688-KZTSN,0.0366
2894-QOJRX,0.4349
5747-PMBSQ,0.5175
3143-JQEGI,0.6884
6386-SZZKH,0.1527
2982-IHMFT,0.8142
3521-SYVOR,0.28
9526-JAWYF,0.329
5649-VUKMC,0.3265
5143-EGQFK,0.3826
4919-IKATY,0.7314
9050-QLROH,0.5275
6168-WFVVF,0.7467
0877-SDMBN,0.2107
8065-YKXKD,0.6399
9637-EIHEQ,0.568
9689-PTNPG,0.817
9465-RWMXL,0.5163
2362-IBOOY,0.488
0843-WTBXE,0.2916
5515-IDEJJ,0.0817
7450-NWRTR,0.7606
5376-DEQCP,0.814
9095-HFAFX,0.6494
2379-ENZGV,0.6533
6005-OBZPH,0.578
7932-WPTDS,0.8266
2722-VOJQL,0.1593
5228-EXCET,0.5771
7394-FKDNK,0.7241
6331-LWDTQ,0.4585
1597-FZREH,0.5649
7000-WCEVQ,0.2963
0727-IWKVK,0.5983
5959-BELXA,0.5147
3512-IZIKN,0.0125
6141-OOXUQ,0.2726
7503-ZGUZJ,0.84
2506-TNFCO,0.8681
8718-PTMEZ,0.4158
2207-OBZNX,0.2477
6142-VSJQO,0.232
6437-UKHMV,0.6711
1114-CENIM,0.0585
6060-DRTNL,0.6579
8473-VUVJN,0.8675
6289-CPNLD,0.1349
5536-SLHPM,0.3985
0196-VULGZ,0.8494
8837-VVWLQ,0.4752
2696-NARTR,0.4485
7614-QVWQL,0.1904
1976-CFOCS,0.6759
4631-OACRM,0.5862
3755-JBMNH,0.5391
6345-ULYRW,0.2336
1809-DMJHQ,0.1548
6923-EFPNL,0.3857
9574-RKJIF,0.5732
2619-WFQWU,0.7529
0778-NELLA,0.4667
4614-NUVZD,0.8485
3803-KMQFW,0.0829
6804-GDMOI,0.1045
9572-MTILT,0.3205
9611-CTWIH,0.8226
0329-GTIAJ,0.7588
6629-CZTTH,0.6039
5364-EVNIB,0.5077
5087-SUURX,0.5718
0013-EXCHZ,0.762
5550-VFRLC,0.8303
4929-BSTRX,0.6244
2225-ZRGSG,0.0324
5271-YNWVR,0.1049
2657-ALMWY,0.4603
6330-JKLPC,0.5893
4667-OHGKG,0.3734
1660-HSOOQ,0.5477
7253-UVNDW,0.0146
7228-OMTPN,0.7904
6284-AHOOQ,0.4938
2344-JMOGN,0.5588
3799-ISUZQ,0.6272
1794-HBQTJ,0.4993
2460-FPSYH,0.2883
4818-DRBQT,0.4686
1320-HTRDR,0.786
1493-AMTIE,0.3625
6424-ELEYH,0.8117
4391-RESHN,0.4927
6821-BUXUX,0.596
5028-HTLJB,0.3015
9801-GDWGV,0.52
2320-JRSDE,0.1551
0601-WZHJF,0.5781
5143-WMWOG,0.3763
5393-RXQSZ,0.8048
0231-LXVAP,0.7505
9444-JTXHZ,0.8151
5510-BOIUJ,0.1588
4471-KXAUH,0.3964
7638-QVMVY,0.6473
3244-DCJWY,0.8132
0875-CABNR,0.5596
7812-FZHPE,0.0238
4797-AXPXK,0.2859
5229-PRWKT,0.7085
6982-UQZLY,0.4806
5057-LCOUI,0.3723
0193-ESZXP,0.1612
4369-HTUIF,0.5326
0156-FVPTA,0.2029
1984-FCOWB,0.2629
0654-HMSHN,0.6588
5287-QWLKY,0.3912
5196-SGOAK,0.8069
1891-UAWWU,0.6273
6108-OQZDQ,0.8782
0363-QJVFX,0.3533
9840-DVNDC,0.5816
3096-JRDSO,0.5607
8042-JVNFH,0.7337
3374-LXDEV,0.4473
5049-GLYVG,0.2726
5883-GTGVD,0.638
4817-QRJSX,0.4954
2398-YPMUR,0.657
9985-MWVIX,0.7589
1265-XTECC,0.1991
2237-ZFSMY,0.1612
4871-JTKJF,0.8303
1415-YFWLT,0.8999
6711-VTNRE,0.3285
3500-RMZLT,0.3556
4548-SDBKE,0.7965
8066-POXGX,0.4956
4143-OOBWZ,0.7702
7854-EKTJL,0.2182
9102-IAYHT,0.7039
3422-LYEPQ,0.8674
2642-DTVCO,0.7101
4361-JEIVL,0.4583
1363-TXLSL,0.863
9507-EXLTT,0.8726
9846-GKXAS,0.6214
6017-PPLPX,0.5359
7136-RVDTZ,0.1537
4581-SSPWD,0.7928
6927-WTFIV,0.3
3398-ZOUAA,0.5439
0378-NHQXU,0.6617
4512-ZUIYL,0.6279
7969-AULMZ,0.6612
0568-ONFPC,0.0704
0733-VUNUW,0.1873
4550-EVXNY,0.8166
2968-SSGAA,0.7395
4844-JJWUY,0.858
6777-TGHTM,0.2057
3538-WZPHD,0.5873
4785-QRJHC,0.1765
8610-WFCJF,0.5844
4905-JEFDW,0.2895
7881-INRLC,0.4385
0117-LFRMW,0.0296
6172-FECYY,0.4616
1965-AKTSX,0.6094
4786-UKSNZ,0.2968
7248-VZQLC,0.3196
0011-IGKFF,0.765
4192-GORJT,0.8278
6496-SLWHQ,0.8669
9912-GVSEQ,0.6375
5383-MMTWC,0.822
7240-ETPTR,0.6919
2202-CUYXZ,0.8567
5995-OIGLP,0.1233
6261-RCVNS,0.0309
7951-QKZPL,0.0288
3640-PHQXK,0.5558
6877-LGWXO,0.5817
8019-ENHXU,0.484
5167-GBFRE,0.5322
9033-EOXWV,0.1895
1324-NLTJE,0.1925
1522-VVDMG,0.6472
9185-TQCVP,0.7412
5567-WSELE,0.9109
8063-RJYNF,0.525
0687-ZVTHB,0.0626
9661-ACXBS,0.4744
3727-RJMEO,0.8147
6646-VRFOL,0.5883
5685-IIXLY,0.8005
4250-ZBWLV,0.1443
5095-AESKG,0.8471
1871-MOWRM,0.3314
2027-OAQQC,0.2972
9090-SGQXL,0.5203
6595-YGXIT,0.5755
9835-ZIITK,0.2942
1555-DJEQW,0.0884
5649-TJHOV,0.3504
0519-XUZJU,0.6857
6338-AVWCY,0.6159
9253-QXKBE,0.7104
9445-SZLCH,0.522
7568-PODML,0.7865
5349-IECLD,0.7992
3945-GFWQL,0.196
3797-VTIDR,0.8168
9526-BIHHD,0.5473
4523-WXCEF,0.442
8364-TRMMK,0.5052
3063-QFSZL,0.7102
8775-LHDJH,0.9258
3097-NQYSN,0.8784
3565-UNOCC,0.6734
9249-FXSCK,0.1483
5493-SDRDQ,0.379
0871-URUWO,0.742
9190-MFJLN,0.5295
1095-JUDTC,0.3694
0870-VEMYL,0.1854
5385-SUIRI,0.502
3982-XWFZQ,0.3094
4009-ALQFH,0.526
3627-FCRDW,0.479
7562-GSUHK,0.4406
4903-UYAVB,0.1982
6776-TLWOI,0.1844
4077-CROMM,0.6544
2868-MZAGQ,0.8546
4847-QNOKA,0.6029
6379-RXJRQ,0.6191
8650-RHRKE,0.5995
0475-RIJEP,0.3422
1260-TTRXI,0.4468
6328-ZPBGN,0.7021
4789-KWMXN,0.2284
2867-UIMSS,0.8048
8111-RKSPX,0.6957
1585-MQSSU,0.1243
2856-NNASM,0.3559
8559-CIZFV,0.092
7547-EKNFS,0.4586
6769-DYBQN,0.2348
4439-JMPMT,0.743
2446-BEGGB,0.8118
1496-GGSUK,0.7013
2575-GFSOE,0.6824
2842-JTCCU,0.4003
3296-SILRA,0.8205
9681-OXGVC,0.8324
5180-UCIIQ,0.0604
7153-OANIO,0.7502
6521-YYTYI,0.9192
8878-HMWBV,0.4909
3751-KTZEL,0.6825
1977-STDKI,0.8045
5813-UECBU,0.3416
0328-GRPMV,0.8153
4342-HENTK,0.7873
4195-SMMNX,0.2307
6956-SMUCM,0.7068
3223-WZWJM,0.5463
9053-JZFKV,0.0382
2530-ENDWQ,0.155
6615-ZGEDR,0.281
9250-WYPLL,0.6539
2754-XBHTB,0.5641
1597-LHYNC,0.4752
7055-VKGDA,0.0961
0754-UKWQP,0.843
7493-TPUWZ,0.8394
1577-HKTFG,0.0905
8752-STIVR,0.7324
4558-FANTW,0.4213
8651-ENBZX,0.2769
7623-TRNQN,0.2797
9330-IJWIO,0.6874
9286-DOJGF,0.467
9661-MHUMO,0.193
1842-EZJMK,0.3917
8079-XRJRS,0.1322
8073-IJDCM,0.3534
8884-ADFVN,0.8512
2720-WGKHP,0.8927
2869-ADAWR,0.3377
9894-EZEWG,0.7432
7851-FLGGQ,0.668
0637-UBJRP,0.5332
0940-OUQEC,0.5097
0702-PGIBZ,0.844
1963-VAUKV,0.2868
3058-HJCUY,0.403
3259-FDWOY,0.123
0807-ZABDG,0.1874
5748-RNCJT,0.0683
7739-LAXOG,0.5445
9776-CLUJA,0.4116
6034-ZRYCV,0.0914
2079-FBMZK,0.5279
6608-QQLVK,0.6397
3551-HUAZH,0.8631
6302-JGYRJ,0.1186
3685-YLCMQ,0.2384
8634-MPHTR,0.6136
8761-NSOBC,0.2982
8413-VONUO,0.7912
9223-UCPVT,0.8518
4351-QLCSU,0.6463
5419-JPRRN,0.9192
2100-BDNSN,0.4674
0488-GSLFR,0.8063
9318-NKNFC,0.3525
9728-FTTVZ,0.8063
7254-IQWOZ,0.8143
2474-BRUCM,0.4998
0742-NXBGR,0.8007
6110-OHIHY,0.6884
5889-LFOLL,0.6631
5708-EVONK,0.3244
8708-XPXHZ,0.6543
0616-ATFGB,0.7657
7016-BPGEU,0.236
6876-ADESB,0.3518
1963-SVUCV,0.5462
0220-EBGCE,0.8077
2754-VDLTR,0.663
3190-XFANI,0.2159
7551-DACSP,0.0788
7235-NXZCP,0.7614
0520-FDVVT,0.2333
1444-VVSGW,0.1325
5712-PTIWW,0.7108
3315-TOTBP,0.4752
6661-HBGWL,0.4813
1518-VOWAV,0.3939
5909-ECHUI,0.7147
1309-BXVOQ,0.7008
9317-WZPGV,0.7743
2856-HYAPG,0.7489
4488-PSYCG,0.088
3621-CEOVK,0.8051
6906-ANDWJ,0.623
1031-IIDEO,0.8153
5832-XKAES,0.672
4701-AHWMW,0.2621
9210-IAHGH,0.3621
0023-XUOPT,0.693
4592-IWTJI,0.1289
7632-MNYOY,0.126
6518-LGAOV,0.5846
7242-QZLXF,0.567
4576-CSAJH,0.0673
1000-AJSLD,0.3434
1062-LHZOD,0.8187
9600-NAXZN,0.5082
6457-USBER,0.8426
4662-EKDPQ,0.5634
9248-OJYKK,0.8631
3398-FSHON,0.6978
3319-DWOEP,0.8219
9259-PACGQ,0.1646
4415-IJZTP,0.8667
1465-VINDH,0.7384
2810-FTLEM,0.2221
1925-TIBLE,0.7968
0818-OCPZO,0.4749
1447-GIQMR,0.866
0872-NXJYS,0.6103
9412-ARGBX,0.0441
1389-CXMLU,0.7763
5561-NWEVX,0.8238
2737-WFVYW,0.7949
2272-QAGFO,0.6037
9850-OWRHQ,0.7953
3768-NLUBH,0.5073
8676-TRMJS,0.6225
7359-SSBJK,0.0106
0685-MLYYM,0.6943
8182-PNAGI,0.1601
7957-RYHQD,0.1904
2180-DXNEG,0.6802
5515-AKOAJ,0.428
8976-OQHGT,0.0594
6230-BSUXY,0.8631
5294-CDGWY,0.1439
5295-PCJOO,0.2628
9863-JZAIC,0.114
7660-HDPJV,0.8132
7931-PXHFC,0.0583
3990-QYKBE,0.6692
4919-MOAVT,0.6408
3090-HAWSU,0.0528
9820-RMCQV,0.1456
7839-QRKXN,0.378
5204-QZXPU,0.4107
4597-ELFTS,0.034
8450-JOVAH,0.1312
1113-IUJYX,0.2566
9274-CNFMO,0.76
7758-XKCBS,0.3442
8992-JQYUN,0.8911
0617-AQNWT,0.0294
2446-PLQVO,0.8128
3005-NFMTA,0.4436
8784-CGILN,0.5668
5389-FFVKB,0.4624
8444-WRIDW,0.2293
9451-LPGOO,0.729
5868-YWPDW,0.744
2025-JKFWI,0.6041
4078-SAYYN,0.7257
9940-HPQPG,0.5255
6618-RYATB,0.8179
9079-YEXQJ,0.2976
2685-SREOM,0.6881
0402-CQAJN,0.4922
6692-UDPJC,0.2607
1273-MTETI,0.8272
5480-HPRRX,0.5713
0295-PPHDO,0.9153
1195-OIYEJ,0.6622
5906-CVLHP,0.0687
4501-EQDRN,0.705
2990-HWIML,0.7423
7384-GHBPI,0.7653
7603-USHJS,0.3395
7234-FECYN,0.7322
5876-HZVZM,0.0507
1400-MMYXY,0.9096
3085-QUOZK,0.4554
3926-CUQZX,0.556
1041-RXHRA,0.2075
1750-CSKKM,0.1757
7142-HVGBG,0.6413
8267-ZNYVZ,0.3015
6457-GIRWB,0.8128
1450-SKCVI,0.228
5570-PTWEH,0.7994
6502-MJQAE,0.8091
7693-LCKZL,0.3242
0032-PGELS,0.1986
6797-LNAQX,0.097
6394-MFYNG,0.4458
1564-NTYXF,0.6835
8155-IBNHG,0.5122
0886-QGENL,0.587
8739-WWKDU,0.5765
8685-WHQPW,0.4748
4745-LSPLO,0.2925
8083-YTZES,0.7369
7240-FQLHE,0.6017
6664-FPDAC,0.2607
0786-VSSUD,0.3945
3976-BWUCK,0.435
3585-ISXZP,0.6547
6583-QGCSI,0.5437
4174-LPGTI,0.0814
2108-XWMPY,0.472
6304-IJFSQ,0.3936
0093-XWZFY,0.4542
1980-KXVPM,0.7361
7703-ZEKEF,0.4918
0723-DRCLG,0.9024
5482-NUPNA,0.2293
1122-JWTJW,0.3919
1699-HPSBG,0.209
8775-CEBBJ,0.2865
6894-LFHLY,0.8631
0639-TSIQW,0.2138
8361-LTMKD,0.7895
7590-VHVEG,0.8018
5575-GNVDE,0.0333
7795-CFOCW,0.0394
1452-KIOVK,0.3122
6713-OKOMC,0.2368
6388-TABGU,0.0228
9763-GRSKD,0.0523
7469-LKBCI,0.0169
8091-TTVAX,0.2397
5129-JLPIS,0.3839
3655-SNQYZ,0.0631
8191-XWSZG,0.0172
9959-WOFKT,0.0594
4183-MYFRB,0.5226
1680-VDCWW,0.0977
3638-WEABW,0.0288
6322-HRPFA,0.0096
6865-JZNKO,0.1165
5248-YGIJN,0.0347
3841-NFECX,0.0391
4929-XIHVW,0.8568
6827-IEAUQ,0.0467
7310-EGVHZ,0.2895
3413-BMNZE,0.4787
6234-RAAPL,0.047
6572-ADKRS,0.2403
8865-TNMNX,0.1222
9489-DEDVP,0.0345
9867-JCZSP,0.0636
4671-VJLCL,0.0178
4080-IIARD,0.4209
3714-NTNFO,0.4109
5948-UJZLF,0.3688
7639-LIAYI,0.0325
2954-PIBKO,0.0178
8012-SOUDQ,0.4566
6575-SUVOI,0.2499
4667-QONEA,0.0483
8769-KKTPH,0.2349
5067-XJQFU,0.2989
3957-SQXML,0.0203
5954-BDFSG,0.0628
0434-CSFON,0.617
1215-FIGMP,0.2954
0526-SXDJP,0.0212
0557-ASKVU,0.1249
5122-CYFXA,0.5857
8627-ZYGSZ,0.268
3410-YOQBQ,0.0304
3170-NMYVV,0.0128
7410-OIEDU,0.3856
2273-QCKXA,0.3962
0731-EBJQB,0.0491
1891-QRQSA,0.1082
8028-PNXHQ,0.0213
5630-AHZIL,0.2128
2673-CXQEU,0.1857
6416-JNVRK,0.0604
5590-ZSKRV,0.0443
0191-ZHSKZ,0.2201
3887-PBQAO,0.061
8108-UXRQN,0.1521
9919-YLNNG,0.3401
0318-ZOPWS,0.0161
4445-ZJNMU,0.6453
4808-YNLEU,0.1135
1862-QRWPE,0.0111
2796-NNUFI,0.0165
3016-KSVCP,0.2958
4767-HZZHQ,0.0646
2424-WVHPL,0.7257
7233-PAHHL,0.031
6067-NGCEU,0.262
9848-JQJTX,0.0985
9803-FTJCG,0.0461
3212-KXOCR,0.008
6380-ARCEH,0.2852
3679-XASPY,0.1063
7123-WQUHX,0.1782
5386-THSLQ,0.0952
6180-YBIQI,0.3627
6728-DKUCO,0.2777
9750-BOOHV,0.0619
8597-CWYHH,0.2142
2848-YXSMW,0.008
4549-ZDQYY,0.0232
5712-AHQNN,0.3442
5256-SKJGO,0.0825
3071-VBYPO,0.2391
9560-BBZXK,0.0252
8402-OOOHJ,0.0077
9445-ZUEQE,0.0766
1091-SOZGA,0.3387
2928-HLDBA,0.1333
6497-TILVL,0.0497
7219-TLZHO,0.0376
4622-YNKIJ,0.0843
6734-PSBAW,0.0145
3930-ZGWVE,0.2852
2639-UGMAZ,0.1186
2876-GZYZC,0.6638
8587-XYZSF,0.0082
7799-LGRDP,0.0178
7850-VWJUU,0.3117
3774-VBNXY,0.0077
6217-KDYWC,0.0093
3146-MSEGF,0.03
1095-WGNGG,0.1633
2636-SJDOU,0.1022
1131-QQZEB,0.0108
5716-EZXZN,0.0633
6837-BJYDQ,0.0962
6440-DKQGE,0.0822
3466-BYAVD,0.0487
3780-YVMFA,0.1352
1679-JRFBR,0.2157
9073-ZZIAY,0.0257
3077-RSNTJ,0.0333
6551-GNYDG,0.2084
9167-APMXZ,0.5408
2749-CTKAJ,0.0474
6371-NZYEG,0.0517
7554-NEWDD,0.0339
8992-VONJD,0.1589
4482-EWFMI,0.7613
4648-YPBTM,0.0319
2907-ILJBN,0.0684
6345-FZOQH,0.0088
5997-OPVFA,0.0371
1159-WFSGR,0.0275
7654-YWJUF,0.1316
6727-IOTLZ,0.0712
5918-VUKWP,0.0259
1744-JHKYS,0.1231
5947-SGKCL,0.3157
3712-PKXZA,0.0296
6582-OIVSP,0.4554
5524-KHNJP,0.1045
4827-USJHP,0.1743
