CustomerID,churn_probability,risk_band,in_mailer_list
6127-IYJOZ,0.5653,High,0
1597-FZREH,0.5649,High,0
4572-DVCGN,0.5643,High,0
2754-XBHTB,0.5641,High,0
5183-SNMJQ,0.5641,High,0
8337-MSSXB,0.5635,High,0
4662-EKDPQ,0.5634,High,0
3082-VQXNH,0.5626,High,0
4201-JMNGR,0.5626,High,0
0895-DQHEW,0.562,High,0
9129-UXERG,0.5617,High,0
2114-MGINA,0.5616,High,0
8937-RDTHP,0.5615,High,0
1478-VPOAD,0.5613,High,0
3234-VKACU,0.5613,High,0
3597-MVHJT,0.5607,High,0
3096-JRDSO,0.5607,High,0
9448-REEVD,0.5604,High,0
3966-HRMZA,0.5599,High,0
2154-KVJFF,0.5597,High,0
0875-CABNR,0.5596,High,0
2311-QYMUQ,0.5595,High,0
7359-PTSXY,0.5594,High,0
4816-JBHOV,0.5591,High,0
3754-DXMRT,0.5591,High,0
2344-JMOGN,0.5588,High,0
3420-ZDBMA,0.5585,High,0
4484-GLZOU,0.5582,High,0
1766-GKNMI,0.5581,High,0
1875-QIVME,0.5581,High,0
0125-LZQXK,0.5581,High,0
2528-HFYZX,0.5579,High,0
3995-WFCSM,0.5576,High,0
9415-DPEWS,0.5576,High,0
2080-CAZNM,0.5575,High,0
2675-DHUTR,0.5574,High,0
1866-RZZQS,0.5573,High,0
1942-OQFRW,0.5573,High,0
8017-LXHFA,0.5572,High,0
6542-LWGXJ,0.5572,High,0
3716-UVSPD,0.557,High,0
4553-DVPZG,0.5569,High,0
5439-WIKXB,0.5567,High,0
4238-JSSWH,0.5566,High,0
3658-KIBGF,0.5563,High,0
3961-SXAXY,0.556,High,0
3926-CUQZX,0.556,High,0
0947-IDHRQ,0.5559,High,0
3640-PHQXK,0.5558,High,0
2037-SGXHH,0.5554,High,0
6770-XUAGN,0.5552,High,0
7801-KICAO,0.5549,High,0
1612-EOHDH,0.5549,High,0
5692-FPTAH,0.5549,High,0
6712-OAWRH,0.5548,High,0
3737-GCSPV,0.5548,High,0
4690-PKDQG,0.5546,High,0
2378-VTKDH,0.5536,High,0
3932-CMDTD,0.5535,High,0
3070-DVEYC,0.5531,High,0
4971-PUYQO,0.5531,High,0
4237-RLAQD,0.5529,High,0
1658-TJVOA,0.5524,High,0
3365-SAIGS,0.5523,High,0
7207-RMRDB,0.5519,High,0
4441-NIHPT,0.5519,High,0
8393-DLHGA,0.5519,High,0
0876-WDUUZ,0.5518,High,0
4612-SSVHJ,0.5516,High,0
2962-XPMCQ,0.5514,High,0
0196-JTUQI,0.5512,High,0
7426-RHZGU,0.5511,High,0
6339-YPSAH,0.5511,High,0
1513-XNPPH,0.5509,High,0
4536-PLEQY,0.5507,High,0
4505-EXZHB,0.5501,High,0
2408-WITXK,0.5501,High,0
8695-ARGXZ,0.5501,High,0
9658-WYUFB,0.5499,High,0
6185-TASNN,0.5498,High,0
3934-HXCFZ,0.5497,High,0
6704-UTUKK,0.5497,High,0
5828-AVIPD,0.5494,High,0
9524-EGPJC,0.5492,High,0
9560-ARGQJ,0.5492,High,0
1833-TCXKK,0.5491,High,0
4128-ETESU,0.5482,High,0
1660-HSOOQ,0.5477,High,0
8270-RKSAP,0.5473,High,0
9526-BIHHD,0.5473,High,0
1343-EHPYB,0.5472,High,0
4065-JJAVA,0.5465,High,0
9921-QFQUL,0.5465,High,0
3223-WZWJM,0.5463,High,0
5552-ZNFSJ,0.5462,High,0
1963-SVUCV,0.5462,High,0
2275-RBYQS,0.5462,High,0
9058-CBREO,0.546,High,0
6522-YRBXD,0.5455,High,0
4822-YCXMX,0.5453,High,0
9692-TUSXH,0.5453,High,0
7783-YKGDV,0.5452,High,0
5899-MQZZL,0.5449,High,0
5922-ABDVO,0.5447,High,0
2141-RRYGO,0.5447,High,0
2034-CGRHZ,0.5447,High,0
0320-JDNQG,0.5445,High,0
0082-LDZUE,0.5445,High,0
7739-LAXOG,0.5445,High,0
3398-ZOUAA,0.5439,High,0
6377-WHAOX,0.5437,High,0
6583-QGCSI,0.5437,High,0
8710-YGLWG,0.5432,High,0
5133-POWUA,0.5432,High,0
9117-SHLZX,0.5432,High,0
0947-MUGVO,0.5431,High,0
2049-BAFNW,0.5428,High,0
8640-SDGKB,0.5421,High,0
8922-LIEGH,0.5417,High,0
6217-TOWGS,0.5417,High,0
5889-JTMUL,0.5415,High,0
4998-IKFSE,0.5414,High,0
9214-EKVXR,0.5414,High,0
2712-SYWAY,0.5413,High,0
0682-USIXD,0.5411,High,0
5498-TXHLF,0.5411,High,0
9167-APMXZ,0.5408,High,0
6907-NZZIJ,0.5407,High,0
6689-KXGBO,0.54,High,0
0578-SKVMF,0.5396,High,0
4704-ERYFC,0.5393,High,0
3755-JBMNH,0.5391,High,0
5536-RTPWK,0.5388,High,0
8160-HOWOX,0.5387,High,0
8280-MQRQN,0.5384,High,0
5989-PGKJB,0.5383,High,0
2592-SEIFQ,0.5381,High,0
2207-NHRJK,0.5381,High,0
9743-DQKQW,0.5381,High,0
1471-GIQKQ,0.5378,High,0
1792-UXAFY,0.5378,High,0
5233-AOZUF,0.5377,High,0
1013-QCWAM,0.5377,High,0
9108-EJFJP,0.5376,High,0
2761-XECQW,0.5373,High,0
5373-SFODM,0.5373,High,0
9529-OFXHY,0.5371,High,0
2956-GGUCQ,0.5369,High,0
3757-NJYBX,0.5366,High,0
8949-JTMAY,0.536,High,0
5759-RCVCB,0.5359,High,0
6017-PPLPX,0.5359,High,0
7395-IGJOS,0.5357,High,0
8212-CRQXP,0.5357,High,0
1035-IPQPU,0.5356,High,0
4480-QQRHC,0.5354,High,0
0887-HJGAR,0.5353,High,0
5666-CYCYZ,0.5352,High,0
7718-RXDGG,0.5351,High,0
6656-JWRQX,0.535,High,0
4873-ILOLJ,0.5347,High,0
4013-UBXWQ,0.5347,High,0
9168-INPSZ,0.5343,High,0
5356-CSVSQ,0.5343,High,0
9408-SSNVZ,0.5336,High,0
4325-NFSKC,0.5335,High,0
9274-UARKJ,0.5332,High,0
0637-UBJRP,0.5332,High,0
0067-DKWBL,0.5331,High,0
0447-RXSGD,0.5331,High,0
9866-QEVEE,0.5331,High,0
0324-BRPCJ,0.5331,High,0
5502-RLUYV,0.533,High,0
4369-HTUIF,0.5326,High,0
6994-KERXL,0.5326,High,0
5923-GXUOC,0.5325,High,0
1302-UHBDD,0.5324,High,0
6175-IRFIT,0.5324,High,0
4729-XKASR,0.5322,High,0
5167-GBFRE,0.5322,High,0
3791-LGQCY,0.5319,High,0
7126-RBHSD,0.5318,High,0
9927-DSWDF,0.5317,High,0
1928-BXYIV,0.5316,High,0
1845-ZLLIG,0.5316,High,0
5879-SESNB,0.5316,High,0
0221-WMXNQ,0.5315,High,0
9643-YBLUR,0.531,High,0
1907-UBQFC,0.5309,High,0
9732-KPKBW,0.5306,High,0
0637-YLETY,0.5305,High,0
0096-BXERS,0.5299,High,0
9512-UIBFX,0.5297,High,0
9190-MFJLN,0.5295,High,0
9763-PDTKK,0.5292,High,0
8128-YVJRG,0.529,High,0
7993-PYKOF,0.5287,High,0
2322-VCZHZ,0.5285,High,0
4248-QPAVC,0.5283,High,0
8785-CJSHH,0.5281,High,0
8168-UQWWF,0.5281,High,0
4547-KQRTM,0.528,High,0
1373-ORVIZ,0.528,High,0
2079-FBMZK,0.5279,High,0
9050-QLROH,0.5275,High,0
7404-JLKQG,0.5275,High,0
9133-AYJZG,0.5272,High,0
9851-KIELU,0.527,High,0
9206-GVPEQ,0.5268,High,0
0428-IKYCP,0.5267,High,0
7410-YTJIK,0.5267,High,0
8854-CCVSQ,0.5262,High,0
4009-ALQFH,0.526,High,0
5669-SRAIP,0.5259,High,0
6032-KRXXO,0.5256,High,0
9821-POOTN,0.5256,High,0
9940-HPQPG,0.5255,High,0
8063-RJYNF,0.525,High,0
4257-GAESD,0.5248,High,0
2203-GHNWN,0.5247,High,0
9506-UXUSK,0.5247,High,0
2860-RANUS,0.5243,High,0
0577-WHMEV,0.5238,High,0
4550-VBOFE,0.5237,High,0
9699-UBQFS,0.5237,High,0
0620-DLSLK,0.5235,High,0
7924-GJZFI,0.5233,High,0
0177-PXBAT,0.5231,High,0
0623-GDISB,0.523,High,0
1251-KRREG,0.523,High,0
8818-XYFCQ,0.5228,High,0
4446-BZKHU,0.5228,High,0
5605-IYGFG,0.5227,High,0
4183-MYFRB,0.5226,High,0
0869-PAPRP,0.5226,High,0
4619-EVPHY,0.5223,High,0
2482-CZGBB,0.5223,High,0
9552-TGUZV,0.5222,High,0
7270-BDIOA,0.5221,High,0
2018-QKYGT,0.5221,High,0
8429-XIBUM,0.5221,High,0
9445-SZLCH,0.522,High,0
8938-UMKPI,0.5217,High,0
5652-MSDEY,0.5217,High,0
7318-EIVKO,0.5215,High,0
6178-KFNHS,0.5209,High,0
8468-EHYJA,0.5208,High,0
6543-CPZMK,0.5206,High,0
3211-AAPKX,0.5203,High,0
9090-SGQXL,0.5203,High,0
9801-GDWGV,0.52,High,0
7852-LECYP,0.5199,High,0
9269-CQOOL,0.5194,High,0
5908-QMGOE,0.5194,High,0
5999-LCXAO,0.5192,High,0
4727-MCYZG,0.5192,High,0
2974-GGUXS,0.519,High,0
1816-FLZDK,0.519,High,0
3588-WSTTJ,0.5188,High,0
2675-OTVVJ,0.5186,High,0
2959-FENLU,0.5179,High,0
2951-QOQTK,0.5175,High,0
5747-PMBSQ,0.5175,High,0
6204-IEUXJ,0.5173,High,0
7534-BFESC,0.517,High,0
8999-BOHSE,0.517,High,0
0397-GZBBC,0.5169,High,0
2823-LKABH,0.5167,High,0
2739-CACDQ,0.5167,High,0
3336-JORSO,0.5165,High,0
5650-VDUDS,0.5165,High,0
9465-RWMXL,0.5163,High,0
1319-YLZJG,0.5163,High,0
1777-JYQPJ,0.5159,High,0
6486-LHTMA,0.5158,High,0
5480-TBGPH,0.5156,High,0
5543-QDCRY,0.5153,High,0
8818-DOPVL,0.5149,High,0
5959-BELXA,0.5147,High,0
0708-LGSMF,0.5145,High,0
7321-PKUYW,0.5142,High,0
2043-WVTQJ,0.5142,High,0
1658-BYGOY,0.514,High,0
0114-PEGZZ,0.5138,High,0
9492-TOKRI,0.5136,High,0
1723-HKXJQ,0.5133,High,0
9494-MRNYX,0.5128,High,0
7579-OOPEC,0.5128,High,0
4803-AXVYP,0.5126,High,0
0958-YHXGP,0.5123,High,0
8155-IBNHG,0.5122,High,0
5655-JSMZM,0.5121,High,0
2189-WWOEW,0.512,High,0
3703-KBKZP,0.5119,High,0
3312-ZWLGF,0.5117,High,0
0529-ONKER,0.5116,High,0
3858-VOBET,0.5115,High,0
3211-ILJTT,0.5113,High,0
6298-QDFNH,0.5111,High,0
0952-KMEEH,0.5105,High,0
0940-OUQEC,0.5097,High,0
0337-CNPZE,0.5095,High,0
5099-BAILX,0.5092,High,0
8286-AFUYI,0.5092,High,0
5533-NHFRF,0.5091,High,0
5331-RGMTT,0.509,High,0
8824-RWFXJ,0.5089,High,0
5968-VXZLG,0.5083,High,0
9600-NAXZN,0.5082,High,0
7978-DKUQH,0.5082,High,0
6212-ATMLK,0.5078,High,0
5364-EVNIB,0.5077,High,0
7480-QNVZJ,0.5076,High,0
3771-PZOBW,0.5074,High,0
5461-QKNTN,0.5074,High,0
3768-NLUBH,0.5073,High,0
1100-DDVRV,0.5069,High,0
2988-PLAHS,0.5066,High,0
0491-KAPQG,0.5066,High,0
2832-KJCRD,0.5066,High,0
9093-FPDLG,0.5064,High,0
9365-SRSZE,0.5063,High,0
0376-OIWME,0.5062,High,0
6719-OXYBR,0.5056,High,0
4546-FOKWR,0.5053,High,0
8364-TRMMK,0.5052,High,0
5760-FXFVO,0.505,High,0
9773-PEQBZ,0.5048,High,0
4547-LYTDD,0.5048,High,0
1236-WFCDV,0.5042,High,0
8645-KWHJO,0.5041,High,0
0376-YMCJC,0.5035,High,0
6173-GOLSU,0.5033,High,0
5271-DBYSJ,0.503,High,0
0322-YINQP,0.5027,High,0
7794-JASDG,0.5027,High,0
7233-DRTRF,0.5024,High,0
7077-XJMET,0.5024,High,0
2373-NTKOD,0.5022,High,0
5385-SUIRI,0.502,High,0
1469-LBJQJ,0.5018,High,0
6145-NNPNO,0.5013,High,0
8800-JOOCF,0.5011,High,0
7312-XSBAT,0.501,High,0
3005-TYFRD,0.5009,High,0
4607-CHPCA,0.5009,High,0
1428-GTBJJ,0.5004,High,0
2637-FKFSY,0.5003,High,0
2277-DJJDL,0.5002,High,0
8276-MQBYC,0.5,High,0
8182-BJDSI,0.5,High,0
6347-DCUIK,0.4999,High,0
2603-HVKCG,0.4998,High,0
2474-BRUCM,0.4998,High,0
3278-FSIXX,0.4998,High,0
0921-OHLVP,0.4997,High,0
6771-XWBDM,0.4995,High,0
1794-HBQTJ,0.4993,High,0
9851-QXEEQ,0.4993,High,0
2692-BUCFV,0.4983,High,0
7658-UYUQS,0.4981,High,0
7587-RZNME,0.4976,High,0
8914-RBTSB,0.4975,High,0
5055-MGMGF,0.4969,High,0
7011-CVEUC,0.4966,High,0
4659-NZRUF,0.4965,High,0
6034-YMTOB,0.4964,High,0
1230-QAJDW,0.4962,High,0
9174-FKWZE,0.4962,High,0
6243-OZGFH,0.4962,High,0
4537-DKTAL,0.4959,High,0
9625-QSTYE,0.4958,High,0
0212-ISBBF,0.4957,High,0
2347-WKKAE,0.4956,High,0
8066-POXGX,0.4956,High,0
2697-NQBPF,0.4956,High,0
7278-CKDNC,0.4955,High,0
8849-AYPTR,0.4955,High,0
4817-QRJSX,0.4954,High,0
3269-ATYWD,0.4951,High,0
7503-QQRVF,0.4948,High,0
1304-BCCFO,0.4946,High,0
1101-SSWAG,0.4943,High,0
1589-AGTLK,0.494,High,0
0581-MDMPW,0.494,High,0
7754-IXRMC,0.4939,High,0
6284-AHOOQ,0.4938,High,0
6402-ZFPPI,0.4937,High,0
4472-LVYGI,0.4935,High,0
6352-TWCAU,0.4935,High,0
1728-CXQBE,0.4928,High,0
5626-MGTUK,0.4927,High,0
4391-RESHN,0.4927,High,0
0402-CQAJN,0.4922,High,0
6078-VESFR,0.492,High,0
7703-ZEKEF,0.4918,High,0
2971-SGAFL,0.4917,High,0
4581-LNWUM,0.4917,High,0
0374-AACSZ,0.4916,High,0
5950-AAAGJ,0.4915,High,0
5019-GQVCR,0.4912,High,0
3853-LYGAM,0.4911,High,0
8878-HMWBV,0.4909,High,0
8064-RAVOH,0.4907,High,0
5698-BQJOH,0.4905,High,0
6103-BOCOU,0.49,High,0
9278-VZKCD,0.4899,High,0
4671-LXRDQ,0.4896,High,0
6599-RCLCJ,0.4895,High,0
9369-XFEHK,0.4892,High,0
3550-SAHFP,0.4891,High,0
0315-LVCRK,0.4889,High,0
2582-FFFZR,0.4886,High,0
0641-EVBOJ,0.4884,High,0
5914-DVBWJ,0.4884,High,0
8757-TFHHJ,0.4883,High,0
0322-CHQRU,0.4882,High,0
4360-PNRQB,0.4881,High,0
2362-IBOOY,0.488,High,0
3744-ZRRDZ,0.4879,High,0
9058-MJLZC,0.4878,High,0
3798-EPWRR,0.487,High,0
9947-OTFQU,0.4869,High,0
1173-NOEYG,0.4869,High,0
1307-ATKGB,0.4868,High,0
4566-GOLUK,0.4867,High,0
5016-IBERQ,0.4863,High,0
4816-LXZYW,0.4862,High,0
2507-QZPQS,0.4858,High,0
5692-ICXLW,0.4857,High,0
7339-POGZN,0.4853,High,0
2480-JZOSN,0.4848,High,0
8167-GJLRN,0.4848,High,0
9796-BPKIW,0.4843,High,0
6365-MTGZX,0.4843,High,0
8019-ENHXU,0.484,High,0
2067-QYTCF,0.4838,High,0
7814-LEEVE,0.4838,High,0
3946-MHCZW,0.4837,High,0
4146-SVFUD,0.4837,High,0
6982-SSHFK,0.4837,High,0
5673-TIYIB,0.4837,High,0
2672-OJQZP,0.4837,High,0
7901-TBKJX,0.4835,High,0
7508-SMHXL,0.4835,High,0
4315-MURBD,0.4834,High,0
7979-CORPM,0.4831,High,0
9490-DFPMD,0.4828,High,0
0311-UNPFF,0.4825,High,0
0599-XNYDO,0.482,High,0
2519-FAKOD,0.4817,High,0
1894-IGFSG,0.4817,High,0
3088-LHEFH,0.4814,High,0
6661-HBGWL,0.4813,High,0
1728-BQDMA,0.4812,High,0
5144-TVGLP,0.4812,High,0
0362-ZBZWJ,0.4811,High,0
5233-GEEAX,0.4809,High,0
6982-UQZLY,0.4806,High,0
3804-RVTGV,0.4805,High,0
5630-IXDXV,0.4805,High,0
7599-FKVXZ,0.48,High,0
5022-KVDQT,0.4796,High,0
1142-WACZW,0.4792,High,0
7529-ZDFXI,0.479,High,0
3627-FCRDW,0.479,High,0
8563-OYMQY,0.4789,High,0
6240-EURKS,0.4787,High,0
3413-BMNZE,0.4787,High,0
9540-JYROE,0.4787,High,0
3884-HCSWG,0.4786,High,0
3002-WQZWT,0.4783,High,0
2195-ZRVAX,0.478,High,0
5899-OUVKV,0.4773,High,0
8456-QDAVC,0.4771,High,0
3196-NVXLZ,0.4769,High,0
2692-PFYTJ,0.4767,High,0
1384-RCUXW,0.4765,High,0
1264-BYWMS,0.4764,High,0
2615-YVMYX,0.4763,High,0
3806-DXQOM,0.4763,High,0
2694-CIUMO,0.4759,High,0
7841-TZDMQ,0.4755,High,0
1597-LHYNC,0.4752,High,0
3315-TOTBP,0.4752,High,0
8837-VVWLQ,0.4752,High,0
3348-CFRNX,0.4751,High,0
0818-OCPZO,0.4749,High,0
8685-WHQPW,0.4748,High,0
2573-GYRUU,0.4747,High,0
9661-ACXBS,0.4744,High,0
1271-SJBGZ,0.4743,High,0
8654-DHAOW,0.4742,High,0
2372-HWUHI,0.4741,High,0
1580-BMCMR,0.474,High,0
9432-VOFYX,0.4739,High,0
6635-CPNUN,0.4737,High,0
8565-CLBZW,0.4735,High,0
5482-VXSXJ,0.4734,High,0
2831-EBWRN,0.4732,High,0
4818-QIUFN,0.4732,High,0
4902-OHLSK,0.4728,High,0
5419-KLXBN,0.4727,High,0
0666-UXTJO,0.4725,High,0
2108-XWMPY,0.472,High,0
9714-EDSUC,0.4717,High,0
5226-NOZFC,0.471,High,0
9620-ENEJV,0.4708,High,0
7048-GXDAY,0.4708,High,0
7895-VONWT,0.4703,High,0
3137-LUPIX,0.4702,High,0
0570-BFQHT,0.4702,High,0
5590-YRFJT,0.4699,High,0
0093-EXYQL,0.4698,High,0
3669-OYSJI,0.4696,High,0
1436-ZMJAN,0.4696,High,0
6961-VCPMC,0.4696,High,0
1587-FKLZB,0.4695,High,0
7460-ITWWP,0.4695,High,0
0407-BDJKB,0.4692,High,0
2027-WKXMW,0.469,High,0
4220-TINQT,0.469,High,0
9518-XXBXE,0.469,High,0
7054-LGEQW,0.4689,High,0
4193-ORFCL,0.4688,High,0
2091-RFFBA,0.4688,High,0
4818-DRBQT,0.4686,High,0
6235-VDHOM,0.4686,High,0
0410-IPFTY,0.4684,High,0
1092-GANHU,0.468,High,0
6458-CYIDZ,0.4677,High,0
9944-AEXBM,0.4677,High,0
2085-BOJKI,0.4676,High,0
4430-UZIPO,0.4674,High,0
2100-BDNSN,0.4674,High,0
3761-FLYZI,0.4672,High,0
9286-DOJGF,0.467,High,0
7593-XFKDI,0.467,High,0
4760-THGOT,0.4669,High,0
0778-NELLA,0.4667,High,0
8990-ZXLSU,0.4667,High,0
9667-TKTVZ,0.4666,High,0
2360-RDGRO,0.4665,High,0
8630-FJLIB,0.4664,High,0
0596-BQCEQ,0.4655,High,0
9355-NPPFS,0.4655,High,0
0650-BWOZN,0.4655,High,0
2506-CLAKW,0.4654,High,0
2916-BQZLN,0.4653,High,0
2786-GCDPI,0.4653,High,0
5130-IEKQT,0.4649,High,0
1769-GRUIK,0.4649,High,0
9722-UJOJR,0.4644,High,0
3194-ORPIK,0.4642,High,0
1608-GMEWB,0.464,High,0
1335-NTIUC,0.4635,High,0
6908-VVYHM,0.4635,High,0
3956-MGXOG,0.4634,High,0
0439-IFYUN,0.4631,High,0
7252-NTGSS,0.463,High,0
4062-HBMOS,0.4629,High,0
1895-QTKDO,0.4629,High,0
0094-OIFMO,0.4628,High,0
1965-DDBWU,0.4627,High,0
2495-KZNFB,0.4627,High,0
2038-LLMLM,0.4626,High,0
7752-XUSCI,0.4624,High,0
5389-FFVKB,0.4624,High,0
7517-SAWMO,0.4624,High,0
2359-KMGLI,0.462,High,0
5858-EAFCZ,0.462,High,0
6172-FECYY,0.4616,High,0
2800-QQUSO,0.4613,High,0
6481-ESCNL,0.4609,High,0
7377-DMMRI,0.4608,High,0
5365-LLFYV,0.4606,High,0
7675-OZCZG,0.4604,High,0
3665-JATSN,0.4604,High,0
2657-ALMWY,0.4603,High,0
3914-FDRHP,0.4602,High,0
1541-ETJZO,0.4601,High,0
1482-OXZSY,0.4601,High,0
7547-EKNFS,0.4586,High,0
6331-LWDTQ,0.4585,High,0
4361-JEIVL,0.4583,High,0
6128-AQBMT,0.4582,High,0
2040-VZIKE,0.4582,High,0
7641-EUYET,0.4581,High,0
1396-QWFBJ,0.4581,High,0
1891-FZYSA,0.4574,High,0
9244-ZVAPM,0.4572,High,0
5118-MUEYH,0.4571,High,0
3130-ICDUP,0.4569,High,0
8012-SOUDQ,0.4566,High,0
4911-BANWH,0.4564,High,0
6847-KJLTS,0.4559,High,0
3085-QUOZK,0.4554,High,0
6582-OIVSP,0.4554,High,0
0415-MOSGF,0.4554,High,0
2683-BPJSO,0.4552,High,0
8490-BXHEO,0.455,High,0
8778-LMWTJ,0.4549,High,0
0531-ZZJWQ,0.4545,High,0
3677-TNKIO,0.4544,High,0
3352-ALMCK,0.4543,High,0
6888-SBYAI,0.4543,High,0
0093-XWZFY,0.4542,High,0
1670-SVOWZ,0.454,High,0
6047-YHPVI,0.4539,High,0
1323-OOEPC,0.4535,High,0
1582-RAFML,0.4529,High,0
8623-TMRBY,0.4529,High,0
6559-PDZLR,0.4528,High,0
3540-RZJYU,0.4527,High,0
8313-KTIHG,0.4526,High,0
0224-HJAPT,0.4524,High,0
2833-SLKDQ,0.4521,High,0
4526-ZJJTM,0.4521,High,0
2587-EKXTS,0.452,High,0
3481-JHUZH,0.4519,High,0
4636-JGAAI,0.4515,High,0
1346-UFHAX,0.4514,High,0
2873-ZLIWT,0.4513,High,0
9777-WJJPR,0.4513,High,0
2884-GBPFB,0.4508,High,0
1730-ZMAME,0.4504,High,0
9053-EJUNL,0.4503,High,0
8189-XRIKE,0.4503,High,0
1226-UDFZR,0.4503,High,0
2277-VWCNI,0.4502,High,0
1406-PUQVY,0.4501,High,0
2538-OIMXF,0.4499,High,0
3874-EQOEP,0.4496,High,0
2921-XWDJH,0.4495,High,0
9992-UJOEL,0.449,High,0
3323-CPBWR,0.4487,High,0
2696-NARTR,0.4485,High,0
8749-JMNKX,0.4485,High,0
5886-VLQVU,0.4483,High,0
9381-NDKME,0.4482,High,0
1910-FMXJM,0.4477,High,0
3374-LXDEV,0.4473,High,0
3955-JBZZM,0.4471,High,0
6599-SFQVE,0.447,High,0
8584-KMVXD,0.447,High,0
1260-TTRXI,0.4468,High,0
7586-ZATGZ,0.4466,High,0
8885-QSQBX,0.4464,High,0
9469-WEJBT,0.4461,High,0
2523-EWWZL,0.446,High,0
6394-MFYNG,0.4458,High,0
9631-XEYKE,0.4456,High,0
7963-GQRMY,0.4456,High,0
6905-NIQIN,0.4456,High,0
2632-UCGVD,0.4455,High,0
3376-BMGFE,0.4455,High,0
7279-BUYWN,0.4454,High,0
3097-NNSPB,0.4452,High,0
3891-PUQOD,0.4447,High,0
2604-IJPDU,0.4445,High,0
8676-OOQEJ,0.4443,High,0
0975-VOOVL,0.4439,High,0
5153-RTHKF,0.4438,High,0
0107-WESLM,0.4438,High,0
3005-NFMTA,0.4436,High,0
7129-ACFOG,0.443,High,0
6652-YFFJO,0.4429,High,0
3096-IZETN,0.4426,High,0
3838-OZURD,0.4426,High,0
4523-WXCEF,0.442,High,0
1379-FRVEB,0.4411,High,0
7562-GSUHK,0.4406,High,0
0533-BNWKF,0.4396,High,0
2565-JSLRY,0.4393,High,0
4013-TLDHQ,0.4391,High,0
5108-ADXWO,0.4391,High,0
9732-EQMWY,0.439,High,0
7627-JKIAZ,0.4389,High,0
0634-SZPQA,0.4386,High,0
7881-INRLC,0.4385,High,0
7130-YXBRO,0.4383,High,0
2187-LZGPL,0.4382,High,0
1689-YQBYY,0.4373,High,0
8896-BQTTI,0.4372,High,0
1902-XBTFB,0.4371,High,0
7055-HNEOJ,0.4369,High,0
6834-NXDCA,0.4368,High,0
7855-DIWPO,0.4367,High,0
6537-QLGEX,0.4366,High,0
3144-AUDBS,0.4365,High,0
9508-ILZDG,0.4361,High,0
5018-GWURO,0.4356,High,0
1548-FEHVL,0.4354,High,0
6311-UEUME,0.4352,High,0
9576-SYUHJ,0.435,High,0
3976-BWUCK,0.435,High,0
7351-KYHQH,0.435,High,0
2894-QOJRX,0.4349,High,0
3587-PMCOY,0.4346,High,0
6745-JEFZB,0.4343,High,0
7562-UXTPG,0.4343,High,0
8696-JKZNU,0.4341,High,0
1077-HUUJM,0.4337,High,0
0431-APWVY,0.4335,High,0
1550-EENBN,0.4332,High,0
3207-OYBWH,0.433,High,0
0508-OOLTO,0.4317,High,0
6710-HSJRD,0.4317,High,0
0082-OQIQY,0.4314,High,0
2719-BDAQO,0.4311,High,0
9170-CCKOU,0.4309,High,0
2105-PHWON,0.43,High,0
3733-LSYCE,0.4299,High,0
8519-QJGJD,0.4298,High,0
6844-DZKRF,0.4295,High,0
8903-XEBGX,0.4292,High,0
4468-KAZHE,0.4288,High,0
8988-ECPJR,0.4284,High,0
5515-AKOAJ,0.428,High,0
9710-ZUSHQ,0.4274,High,0
8486-AYEQH,0.4274,High,0
1644-IRKSF,0.4273,High,0
4176-FXYBO,0.4272,High,0
9450-TRJUU,0.427,High,0
8993-IZEUX,0.4269,High,0
9979-RGMZT,0.4267,High,0
1169-WCVAK,0.4266,High,0
5609-IMCGG,0.4266,High,0
8819-IMISP,0.4262,High,0
9842-EFSYY,0.4257,High,0
0348-SDKOL,0.4256,High,0
7567-ECMCM,0.4255,High,0
9281-PKKZE,0.4254,High,0
7181-OQCUT,0.4254,High,0
3191-CSNMG,0.4252,High,0
6729-GDNGC,0.4248,High,0
1399-UBQIU,0.4246,High,0
3737-XBQDD,0.424,High,0
9708-HPXWZ,0.424,High,0
1320-REHCS,0.424,High,0
3132-TVFDZ,0.4239,High,0
6946-LMSQS,0.4239,High,0
3943-KDREE,0.4236,High,0
5046-NUHWD,0.4236,High,0
7129-CAKJW,0.4233,High,0
0979-PHULV,0.4233,High,0
4625-EWPTF,0.4228,High,0
3023-GFLBR,0.4228,High,0
3692-JHONH,0.4226,High,0
2607-FBDFF,0.4226,High,0
8058-DMYRU,0.4223,High,0
6625-UTXEW,0.4223,High,0
4983-CLMLV,0.4219,High,0
1427-VERSM,0.4215,High,0
2189-UXTKY,0.4214,High,0
0141-YEAYS,0.4213,High,0
4558-FANTW,0.4213,High,0
7271-AJDTL,0.4212,High,0
4080-IIARD,0.4209,High,0
5934-RMPOV,0.4209,High,0
1391-UBDAR,0.4208,High,0
6402-EJMWF,0.4208,High,0
0916-QOFDP,0.4204,High,0
0129-KPTWJ,0.4201,High,0
0207-MDKNV,0.42,High,0
7343-EOBEU,0.42,High,0
9029-FEGVJ,0.4199,High,0
6693-FRIRW,0.4198,High,0
5222-IMUKT,0.4197,High,0
8985-OOPOS,0.4196,High,0
1564-HJUVY,0.4196,High,0
7020-OZKXZ,0.4193,High,0
7901-HXJVA,0.4191,High,0
5998-VVEJY,0.4188,High,0
6988-CJEYV,0.4187,High,0
3331-HQDTW,0.4186,High,0
9522-BNTHX,0.418,High,0
6845-RGTYS,0.4177,High,0
2070-XYMFH,0.4177,High,0
